crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Wheat,Laterite,Zaid,17.6,43.6,323.4,4.86,35.6,75.3,34.6,25.3,10.6,8.4,31.21,1,Low,Urea,3.46
Rice,Alluvial,Zaid,31.1,54,1850.2,7.96,63.7,67,18.5,48,10.4,6.5,32.43,0,Medium,MOP,4.36
Sugarcane,Sandy Loam,Kharif,32.6,54,1293.6,5.78,39.6,68.3,26.4,36,17.9,23.9,19.03,0,Medium,Urea,69.56
Rice,Clay,Kharif,37.4,33.4,2152.9,5.21,85.9,47.7,39.1,58.8,28.8,19.4,10.81,0,High,Balanced NPK,4.31
Soybean,Clay,Kharif,27.9,79.9,1081.8,5.46,58.3,33.7,26.8,43.3,27.4,19.7,36.16,0,Medium,Balanced NPK,2.57
Wheat,Sandy Loam,Zaid,18.8,57.1,587,6.17,68.4,75.1,22.5,68.5,20.2,15.6,40.65,0,Low,Balanced NPK,3.05
Sugarcane,Alluvial,Rabi,23.5,83.4,2123.8,5.5,79.8,37.4,60.2,57.5,21.3,21,7.36,0,High,Balanced NPK,69.96
Sugarcane,Sandy Loam,Rabi,25.9,85.3,1462.5,5.78,36.5,45.4,5.6,57.9,10.1,19,24.6,0,Medium,"Urea, MOP",68.96
Cotton,Black,Zaid,34.4,43.8,635.2,5.04,30.2,38.5,45.4,25.2,14.3,15,12.81,1,Medium,Urea,1.47
Rice,Clay,Rabi,32.1,72.7,1856.9,5.68,124.5,47.4,64.5,78.9,10.5,24,8.82,0,High,Balanced NPK,4.91
Sugarcane,Clay,Zaid,25.7,60.7,1375.6,6.79,66.4,40.3,25,68.9,25.1,4.8,36.85,0,Low,Balanced NPK,69.07
Rice,Red,Rabi,44.6,87.2,1589.9,6.27,63.6,8.6,50.2,65.2,12.9,23.6,27.14,0,High,DAP,4.3
Cotton,Black,Zaid,33.2,44,1260.1,5.89,14.6,71.2,55.2,33.1,27.4,10,11.2,0,Medium,Urea,1.74
Tomato,Clay,Rabi,22.1,74.1,2106,7.49,74.7,38.3,54.1,47.5,22.9,13.2,15.85,0,High,Balanced NPK,24.99
Barley,Black,Rabi,18.1,69.5,2108,8.07,82,49.2,38.4,19.6,14.6,3.1,48.35,0,Medium,Balanced NPK,2.64
Barley,Black,Kharif,19.6,49.2,1831.6,7.53,82.6,15.4,31,47.7,13.2,13.5,42.51,0,Medium,DAP,2.45
Wheat,Alluvial,Rabi,22.4,38.9,442.4,5.83,101.9,5.3,67.7,20.2,22.6,15.3,44.06,1,Low,DAP,3.57
Soybean,Clay,Rabi,19.8,72.4,2129.4,7.48,33.1,23.4,61.9,48.7,28,24.9,23.27,0,High,Urea,2.79
Sugarcane,Laterite,Zaid,20.6,78,1743.3,5.11,42.8,57.8,29.1,55.4,24.4,24.4,31.38,0,High,Balanced NPK,69.06
Sugarcane,Alluvial,Rabi,23.6,50.5,1803.2,5.02,115.4,12.4,12.7,37.3,17,24.2,19.15,0,Medium,"DAP, MOP",69.39
Barley,Alluvial,Rabi,20.2,71.9,1034.9,5.88,133.1,73.2,10.4,44.9,21.7,8.7,4.35,0,Medium,MOP,2.91
Rice,Black,Rabi,41.9,55.7,2222.3,7.73,27.7,21.1,12.1,71.3,16.2,24.8,20.35,0,High,"Urea, MOP",4.5
Sugarcane,Laterite,Rabi,17.4,76.4,1868.4,5.49,74.7,20.3,48.7,17.6,30,11.4,29.9,0,High,Balanced NPK,69.45
Groundnut,Alluvial,Rabi,30.7,42.9,459,4.75,37.8,18.6,8.9,65.4,25,21.3,14.71,1,Medium,"Urea, DAP, MOP",1.38
Soybean,Laterite,Kharif,27.3,87.9,1137.9,5.03,17.8,6,30.3,22,22.3,5.4,42.47,0,Medium,"Urea, DAP",2.38
Rice,Clay,Rabi,44.5,48.7,2238.7,7.93,52.3,62.9,61.5,12.6,18.5,12.6,7.98,1,High,Balanced NPK,4.68
Wheat,Black,Zaid,18.4,53.9,308.6,7.04,28.7,70.6,27.1,23,22.4,24.2,18.67,1,Low,Urea,3.44
Rice,Alluvial,Zaid,26.9,33.8,2411.3,5.51,102.3,51.1,62.2,63.6,16.8,23.7,6.68,0,Low,Balanced NPK,4.48
Rice,Laterite,Rabi,44.1,37.2,1762.1,6.72,79.4,19.1,60.9,38.4,10.6,17.1,20.54,0,Medium,DAP,4.31
Rice,Sandy Loam,Rabi,41,63.5,1652.2,6.61,28.7,26.4,23.4,71.1,17.9,19.9,2.46,0,Medium,Urea,4.69
Soybean,Alluvial,Rabi,39.5,47.4,822.3,7.12,11.2,40.7,59.7,46.7,28.6,4.4,13.99,0,Medium,Urea,2.13
Barley,Alluvial,Kharif,22.7,84.3,772.2,5.43,115.1,76.6,61.1,11.6,22.5,18,20.34,0,Medium,Balanced NPK,2.4
Potato,Alluvial,Zaid,20.1,31,2366.7,7.96,32.9,23.6,34.8,60.2,11.7,15.5,24.17,0,Medium,Urea,19.7
Maize,Laterite,Kharif,35.1,54.6,886,5.74,88.8,59.9,20.8,17.7,27.7,2.3,27.41,1,Medium,Balanced NPK,5.46
Rice,Red,Kharif,42.9,51.9,1983.7,7.28,53.8,38,44.1,65.3,15.4,2.8,14.11,0,Medium,Balanced NPK,4.94
Maize,Clay,Rabi,31.7,31.3,1104.2,4.56,86.1,27.3,74.1,21.8,14.9,2.7,26.39,1,Medium,Balanced NPK,4.56
Cotton,Alluvial,Rabi,32.1,38.1,520.3,5.99,51,39.2,53,34.2,15.9,18.1,25.7,1,Medium,Balanced NPK,1.66
Wheat,Sandy Loam,Zaid,23.4,56.9,224.6,5.91,21.3,10.3,18,63.3,21.5,3.5,16.15,0,Low,"Urea, DAP, MOP",3.89
Sugarcane,Sandy Loam,Rabi,38.1,62,1451.8,6.67,39,64.9,56.2,76.8,20.9,11.7,41.59,0,Medium,Urea,69.35
Sugarcane,Black,Zaid,20.6,56.3,2444.3,4.79,34.4,23.2,37,36,19.8,8.9,27.51,0,Medium,Urea,69.47
Tomato,Red,Kharif,24.7,64.5,1049,7.66,65.6,59.4,49.4,68.1,24.4,13.8,16.95,0,Low,Balanced NPK,25.11
Barley,Red,Zaid,27.8,68.7,1021.5,5.37,95.6,10.1,60.1,23.4,16.3,17.7,47.39,1,Low,DAP,3.15
Soybean,Laterite,Zaid,30.2,30.6,991.4,7.21,44.3,76.6,43.6,66.5,25.6,17.1,42.33,0,Medium,Balanced NPK,2.35
Potato,Black,Zaid,22.3,60.2,1397.3,7.71,11.6,19.5,66,56,13.5,12.9,49.14,0,Low,"Urea, DAP",19.56
Sugarcane,Laterite,Kharif,18.4,92.6,1213.5,6.75,77.5,71.2,59.2,23.5,25.7,11.6,34.77,0,Medium,Balanced NPK,69.67
Rice,Black,Kharif,33.3,63.7,2223.8,7.46,88.7,65.7,51.1,31.2,23.3,9.9,19.22,0,Medium,Balanced NPK,4.73
Tomato,Clay,Rabi,23.7,74,1362.7,7.15,135.2,77.6,16.3,19.2,23.7,21.5,14.4,0,Medium,MOP,24.66
Maize,Red,Rabi,32.4,50.3,1367.8,5.92,86.6,40.8,67.7,36.8,19.6,8.3,33.33,0,Medium,Balanced NPK,4.95
Wheat,Clay,Zaid,19.6,80.3,518.3,7.74,71.3,59.6,75.2,24.3,23.3,6.5,49.05,1,Medium,Balanced NPK,3.67
Rice,Laterite,Zaid,29.4,80.2,2460.3,5.68,84.5,32.8,15.3,55.1,11.6,18.6,31.52,0,High,MOP,4.67
Maize,Black,Kharif,31,63.9,774.9,6.78,130.6,18.8,41.6,79.6,27,9,44.14,0,Medium,DAP,5.34
Wheat,Red,Kharif,16.6,93.4,368.7,7.48,117.7,38.2,24.4,10.8,11.1,21.2,16.79,1,Medium,Balanced NPK,2.71
Rice,Red,Kharif,25.1,38.2,1725.2,6.02,52,17.4,61.6,47.9,13,8.2,20.64,0,Medium,DAP,4.18
Sugarcane,Alluvial,Zaid,19,31.1,1569.3,5.71,40.8,78.7,59.1,50.2,21.5,17.5,45.36,0,Medium,Balanced NPK,69.72
Potato,Laterite,Zaid,16.9,80.1,1154.8,6.34,44.1,12.2,15.6,74,24.8,1.1,37.96,0,Medium,"DAP, MOP",19.93
Tomato,Alluvial,Kharif,44.7,82.5,1171,7.77,75.6,49.2,70.8,45.4,11.5,9.6,49.08,0,High,Balanced NPK,24.53
Tomato,Red,Zaid,24.7,37.8,2005.6,8.22,106.7,52,18.6,48.1,28.4,8.6,38.85,0,Low,MOP,25.1
Tomato,Laterite,Kharif,39.3,47.3,650.1,6.68,75.4,45.4,64.8,43,29.5,20.4,22.7,0,Medium,Balanced NPK,24.82
Soybean,Laterite,Rabi,22.6,31.1,2086.6,7.15,18.8,54.7,39.3,28.8,22.1,24.2,26.79,1,Low,Urea,3.23
Rice,Clay,Kharif,35.4,49.1,1692.1,8.11,104.1,13.7,29.6,13.9,19.6,11.5,45.08,1,High,DAP,4.66
Maize,Sandy Loam,Zaid,37.8,80.3,1163.6,4.89,114.8,46.6,16.9,38.6,24.8,20.6,27.81,0,High,MOP,4.71
Cotton,Black,Zaid,32.9,63.7,1253.5,5.43,47.6,26.5,17.6,13.7,16.6,17.5,13.14,1,Medium,MOP,2.05
Tomato,Sandy Loam,Zaid,29.1,52.6,790.3,7.34,96.3,75.5,54.6,48.5,19.9,24.2,22.06,0,Low,Balanced NPK,25.46
Rice,Sandy Loam,Zaid,27.4,54.2,1929.9,7.79,65.5,62.2,46.3,31.5,28.3,20.3,26.06,0,Medium,Balanced NPK,4.46
Tomato,Red,Kharif,25.5,30.1,1379.6,7.93,125.6,77.9,14.2,47.4,29.1,1.9,5.29,0,Low,MOP,24.79
Maize,Clay,Kharif,42.9,49.5,938,6.16,119.9,7.8,13.5,19.4,28.5,17.8,37.32,1,Medium,"DAP, MOP",5.04
Rice,Black,Rabi,39.9,72,1570.9,4.86,78.3,26.4,10.4,75.3,15.2,13.4,5.91,0,High,MOP,4.28
Rice,Sandy Loam,Kharif,44,93.3,2490.2,6.25,99.9,19.7,60.8,72.6,14.6,0.4,20.54,0,High,DAP,4.44
Sugarcane,Sandy Loam,Rabi,18.7,85.1,1201.1,5.42,124.8,5.8,58.4,23.3,16,6.3,40.33,0,Medium,DAP,69.74
Rice,Laterite,Kharif,36.9,31.5,2317.6,5.66,74.4,23.2,9.4,34,18.8,23,23.64,0,High,MOP,4.74
Soybean,Red,Kharif,43.2,88.4,993.5,7.59,50.7,55.9,47,52.9,16.3,23.2,42.18,0,High,Balanced NPK,2.13
Wheat,Sandy Loam,Zaid,20.4,80.9,325.9,4.8,108,22.3,11.4,16.7,17.5,20,17.42,1,Medium,MOP,3.37
Barley,Black,Rabi,17,80.7,669.8,7.81,38.6,43.2,72.8,34.8,22.4,24.5,47.9,0,Medium,Urea,2.67
Cotton,Alluvial,Zaid,37.2,59.8,1163,6.21,60.5,71.6,73,27.6,25.3,20.2,10.87,0,Medium,Balanced NPK,1.86
Maize,Alluvial,Zaid,32.2,55.9,705.2,6.88,122.5,57,57.4,74.1,24.7,0.3,2.39,0,Medium,Balanced NPK,4.88
Maize,Red,Kharif,40.3,49.7,200.5,4.86,104.2,34.6,74.5,69.7,26.3,7.2,43.69,1,Medium,Balanced NPK,5.04
Sugarcane,Alluvial,Kharif,19.2,34.3,2304.5,5.85,62.5,32.9,65.9,50.6,10.6,0.8,37.73,0,Medium,Balanced NPK,69.78
Rice,Laterite,Rabi,38.9,44.8,2140.9,4.86,37.9,39.2,67.1,46.4,11,2.4,11.98,0,Medium,Urea,4.33
Potato,Laterite,Rabi,21,46,1907.3,8.35,56.3,18.3,47.7,75.2,25.8,5.5,49.24,0,Low,DAP,19.24
Wheat,Black,Kharif,19.9,61.5,586,7.73,46.9,52.6,28,75.3,20.7,12.6,25.36,0,Low,Balanced NPK,3.27
Wheat,Clay,Rabi,19.9,78.6,476.8,6.34,32.9,32.3,21.3,77.9,21.6,21.2,47.58,0,Medium,Urea,3.29
Maize,Red,Kharif,39.4,60.8,355.5,5.39,106.6,68.9,29.5,18.8,11.1,21.5,25.5,1,Medium,Balanced NPK,4.57
Rice,Red,Kharif,35,33.8,1865.3,8.23,42.8,61.7,52.1,21.2,15.1,15.4,23.86,1,High,Balanced NPK,4.15
Rice,Alluvial,Kharif,30.7,92.3,2336.3,5.88,69,50.8,17.9,57.4,22.8,23.2,22.73,0,High,MOP,4.38
Barley,Sandy Loam,Rabi,25.8,91.3,1190.2,5.14,60.2,32.3,24.4,47.9,27.2,12.5,17.08,0,Medium,Balanced NPK,2.09
Maize,Sandy Loam,Zaid,41.3,81,474,6.75,137.7,20.7,40.1,11.3,28.3,22.2,26.92,1,High,Balanced NPK,5.25
Tomato,Clay,Rabi,26.8,94.4,1378.5,8.28,60.8,63.2,22.5,14.3,20,11.4,22.9,0,Medium,Balanced NPK,24.58
Soybean,Sandy Loam,Zaid,39.5,65.4,1002.3,4.52,20.4,41.5,49.1,72.2,20.9,6.9,2.32,0,Medium,Urea,2.54
Soybean,Clay,Rabi,28.2,92.6,1062.1,5.45,21.7,21.9,74.2,70.8,26.7,22.9,13.39,0,Medium,Urea,2.15
Rice,Black,Zaid,26.3,34.9,1629.1,8.25,86.8,19.6,61.1,35,20.8,9.7,11.05,0,Medium,DAP,5.07
Rice,Red,Zaid,28.9,53.8,1853.1,5.18,87.9,17.4,55,72.4,20.3,12.6,43.44,0,Medium,DAP,4.05
Wheat,Alluvial,Rabi,24,44.6,454.4,4.95,64.4,63.3,48.7,51.6,28.1,8.2,30.14,1,Low,Balanced NPK,3.02
Tomato,Black,Rabi,37.4,42.7,281.9,6.78,66.1,22.2,41.6,66.4,25.8,16.6,38.3,1,Medium,Balanced NPK,25.29
Rice,Laterite,Zaid,30.1,39.2,2487,7.95,17,44.5,19,39.9,28.2,24.9,47.86,0,High,"Urea, MOP",4.08
Tomato,Laterite,Kharif,22,70.5,735.3,6.41,77.2,38.9,72.1,17.9,14.4,0.6,32.38,0,Medium,Balanced NPK,25.02
Tomato,Laterite,Zaid,42,80.8,323.8,8.48,75.6,48.5,23.6,40.4,20.5,22.5,49.14,0,High,Balanced NPK,24.94
Groundnut,Clay,Zaid,26.5,67.6,636.7,7.22,29.4,70.8,11.8,42,26.8,0.1,15.93,0,Low,"Urea, MOP",1.53
Groundnut,Clay,Kharif,31.3,39.6,289.6,4.8,23.5,70.1,61.3,48.6,12.2,9.1,9.72,1,Medium,Urea,1.77
Cotton,Red,Zaid,42.2,82.7,1101.2,8.47,26.1,38.8,18.2,17.4,25.9,4.2,20.46,0,High,"Urea, MOP",1.83
Rice,Laterite,Kharif,33.7,71.3,2045.5,6.13,23.1,6.2,32.9,79.4,13.7,18.9,23.8,0,High,"Urea, DAP",4.59
Barley,Clay,Kharif,18.5,55.2,984.9,5.65,89.3,37,7.1,27.1,26.2,1.3,44.82,1,Low,MOP,2.55
Cotton,Clay,Rabi,43.2,73.8,1221.6,6.73,35.5,50.5,15.3,23.9,22.2,13.8,28.22,1,High,"Urea, MOP",2.34
Rice,Sandy Loam,Zaid,33.8,46.9,1753.8,5.72,42.7,46.8,18,46.9,13.9,7.4,14.96,0,Medium,MOP,4.6
Sugarcane,Clay,Zaid,25,52.4,1370.5,4.85,32.6,53.9,9.1,47.6,19.5,3.3,37.26,0,Low,"Urea, MOP",69.21
Sugarcane,Laterite,Kharif,19.2,89.6,2181.3,4.51,134.5,16.6,54.2,40.8,23.6,19.3,25.54,0,High,DAP,70.17
Rice,Black,Zaid,38.8,48.9,2191.9,6.3,121.1,53.5,67.8,64,22.7,5.4,8.53,0,Medium,Balanced NPK,4.06
Groundnut,Laterite,Kharif,33.6,60.5,222.8,7.85,40,18.7,33,46.2,18.5,5.6,29.05,0,Medium,DAP,1.94
Rice,Sandy Loam,Zaid,31,87.9,1989.5,6.79,52.6,61.3,70.6,52.7,28,6.9,45.61,0,High,Balanced NPK,4.47
Soybean,Laterite,Zaid,41.8,76,1259.7,8.5,37.3,30.4,21,60.7,20.4,14.7,42.21,0,High,Urea,2.38
Rice,Alluvial,Kharif,38.7,34,2474.3,5.65,73.9,58.2,29.4,11.8,20.1,16.5,29.55,1,Medium,Balanced NPK,4.54
Sugarcane,Sandy Loam,Kharif,19.6,39.6,1311.4,5.62,12.5,8.6,16.3,49.9,11.2,0.4,19.17,0,Low,"Urea, DAP, MOP",68.39
Sugarcane,Red,Zaid,24.4,30.5,2469.9,5.14,97.3,35.6,51.5,71.9,28.4,6,4.81,0,Medium,Balanced NPK,69.82
Sugarcane,Laterite,Zaid,22.5,71,1935.5,5.16,78,57.9,36.5,11.2,13.5,10.8,23.75,0,High,Balanced NPK,69.48
Maize,Clay,Kharif,37.3,59.1,771.8,5.64,126.8,22,51,38.4,20.6,8.3,37.73,0,Medium,Balanced NPK,4.38
Potato,Black,Rabi,16,38.7,1438.3,7.67,31.4,64.6,62.1,74.8,26.1,22.1,18.33,0,Low,Urea,19.88
Rice,Laterite,Rabi,32.1,92.3,2481.9,8.12,114.5,52.3,45.9,34.7,14.3,19.7,12.15,0,High,Balanced NPK,4.14
Rice,Black,Zaid,37.9,64.4,2172.3,8.4,113,49.1,52.1,42.1,20.5,15.6,46.6,0,High,Balanced NPK,4.37
Groundnut,Alluvial,Zaid,41.3,45.7,423.9,5.43,26.5,31.5,75.1,78.7,14.8,8.5,41.17,1,Medium,Urea,1.9
Rice,Red,Zaid,25.3,62.5,1824.7,8.03,61.8,41.2,27.4,24,25.2,17.5,32.09,1,Medium,Balanced NPK,3.9
Cotton,Clay,Kharif,39.6,74.2,994.8,5.81,32.1,49.8,31.9,14.6,21.3,21.1,7.27,0,High,Urea,1.26
Wheat,Sandy Loam,Zaid,18.3,35,216.1,4.95,43.1,40.4,58.8,70.2,27.1,14.9,7.67,1,Low,Balanced NPK,3.32
Soybean,Sandy Loam,Zaid,40.4,47.9,1128,7.98,44.2,57.4,50.8,70.8,27.9,19.6,5.61,0,Medium,Balanced NPK,2.29
Barley,Red,Zaid,18.8,82.5,739.9,7.04,82.3,37.5,18.4,43,23,18.7,31.01,0,Medium,MOP,2.68
Rice,Alluvial,Rabi,26.9,59.9,2083.4,5.16,63.5,20.2,33.2,46,24.5,14.3,6.22,0,Medium,Balanced NPK,4.48
Maize,Alluvial,Zaid,38.9,65.5,975.9,6.22,133.2,21,40.1,68.5,21,7.8,42.21,0,Medium,Balanced NPK,4.51
Sugarcane,Laterite,Zaid,19.5,58.1,2103.3,5.65,26.4,5.4,36.5,61.7,17.7,18.6,49.65,0,Medium,"Urea, DAP",69.07
Wheat,Alluvial,Kharif,21.9,32.9,201.4,7.45,136.6,27.6,18.4,28.6,23,5.2,18.63,1,Low,MOP,3.18
Cotton,Laterite,Rabi,36.7,40.8,908,6.31,40,61.2,74.3,11.2,28.2,19.5,22.96,1,Medium,Balanced NPK,2.32
Maize,Black,Kharif,36.6,59,754.7,8.46,110.5,64.6,62.2,43.6,18.3,20.1,35.73,0,Medium,Balanced NPK,4.7
Soybean,Red,Zaid,34.2,43.6,737.2,4.72,54.1,20.2,41.1,70.1,16.3,20.6,46.89,0,Medium,Balanced NPK,2.71
Groundnut,Black,Zaid,35.8,33.2,356.8,5.92,28.6,76.9,56,72.7,17.8,11.8,44.76,1,Medium,Urea,1.98
Maize,Black,Zaid,31.3,84.8,630.4,6.43,121.5,42.7,72.3,76.9,18.7,4.8,3.35,0,High,Balanced NPK,4.69
Sugarcane,Black,Zaid,22.6,93.8,1477.8,6.51,50.2,73.8,15.2,71.6,11.5,2.5,8.87,0,Medium,MOP,69.54
Barley,Black,Zaid,25.4,81.6,870.1,5.76,95.7,58,23.8,50.6,20,18.6,37.85,0,Medium,Balanced NPK,3.06
Tomato,Sandy Loam,Kharif,20.4,85.5,1160,7.42,83.6,59.2,45.7,41.1,19.9,22.2,34.6,0,Medium,Balanced NPK,25.15
Tomato,Alluvial,Zaid,42.3,45.7,1066.8,8,71.3,11.4,64.9,64.2,21.8,16.3,7.09,0,Medium,DAP,24.64
Rice,Red,Zaid,32.5,92.4,2214.6,8.25,74.5,21.5,7.7,61.8,17.3,3.6,25.35,0,High,MOP,4.56
Rice,Red,Rabi,27,42.8,2282.2,7.72,105.2,5.7,78.8,47.7,22.3,23.4,39.15,0,Low,DAP,4.18
Cotton,Clay,Rabi,28.9,91.8,1333.8,7.9,21.4,58.7,39.1,16.1,27.6,24.7,11.33,0,Medium,Urea,1.72
Maize,Black,Zaid,43.4,94.7,959.4,6.7,96.9,30.8,31.9,74.8,29.1,10.8,43.63,0,High,Balanced NPK,4.88
Wheat,Red,Zaid,19.6,76.3,445.6,7.8,126.5,64,27,41.9,21.7,14.9,3.12,0,Medium,Balanced NPK,3.48
Rice,Laterite,Zaid,32.6,93.8,2392.8,5.71,17.5,30.4,18.1,35.4,10.9,19.4,39.22,0,High,"Urea, MOP",4.58
Groundnut,Red,Zaid,30.2,67,338.5,6.09,28.3,66.5,64.4,54.1,29.4,18.4,30.98,0,Medium,Urea,1.78
Maize,Black,Zaid,33.3,46.9,884.6,5.77,103.2,14.8,76.7,57.2,24.1,24.2,16.1,0,Medium,DAP,4.83
Barley,Red,Zaid,15.5,58.4,885.6,6.37,66.8,18,36,24.7,16.7,2.9,36.19,0,Low,DAP,2.79
Barley,Alluvial,Kharif,41.2,68.6,936.9,5.64,62.5,30.6,76.4,68.6,12.9,14.5,39.23,0,Medium,Balanced NPK,2.73
Cotton,Black,Kharif,43,34.8,577.9,8.35,27.8,35.6,66.8,30.3,12.9,17.3,46.73,1,Medium,Urea,1.69
Rice,Sandy Loam,Kharif,32,70.5,2001.3,5.75,75.9,31.2,41.1,23.1,13.4,22.3,18.7,1,High,Balanced NPK,4.38
Groundnut,Alluvial,Rabi,35.9,93.8,481.7,4.89,26.5,62.3,55.6,38.4,10.9,21.9,34.46,0,High,Urea,2.38
Rice,Red,Zaid,42.7,42.4,1660.3,6.61,72,12.3,37.6,61.1,28,24.4,30.33,0,High,DAP,4.36
Maize,Sandy Loam,Rabi,36.2,81.5,484.8,4.73,109.3,31.3,46.9,77.6,20.8,12.8,26.5,0,High,Balanced NPK,5.07
Wheat,Clay,Rabi,19.6,89,362.2,4.94,43.6,67.8,9.4,66.6,24,20.8,44.58,0,Medium,MOP,3.89
Rice,Alluvial,Rabi,32.3,91.3,2291.7,5.38,72.5,10,57.2,75.8,26.6,10.7,0.66,0,High,DAP,4.22
Maize,Clay,Kharif,33.2,92.4,637.3,6.36,139,75.7,9,19.8,25.8,10.6,14.46,0,High,MOP,5.1
Rice,Laterite,Zaid,27.7,63.9,2088.9,6.23,99.3,79,66.3,15,27.7,6.3,27.14,0,Medium,Balanced NPK,4.58
Maize,Alluvial,Zaid,37.1,93.5,1452.7,7.7,119.4,11.6,66.9,49,29.3,20.5,9.33,0,High,DAP,5
Cotton,Sandy Loam,Rabi,43,79.2,379.1,7.46,63.9,26.8,22.8,30.3,18.8,24.6,45.44,0,High,Balanced NPK,1.8
Rice,Clay,Kharif,42.8,40.5,2397.5,6.21,109.8,32.9,29.3,68,29,6.4,32.56,0,High,Balanced NPK,4.25
Soybean,Laterite,Rabi,28.5,61,768,5.83,15.3,63.2,41.1,57,24.5,1.4,24.16,0,Low,Urea,2.58
Sugarcane,Clay,Rabi,18.4,76.7,2177.2,5.77,26,49.7,49.7,78,11.4,20.4,40.83,0,High,Urea,68.68
Cotton,Red,Zaid,44.5,46.1,588.3,7.6,36.4,53.3,26.6,27.8,23.6,15.5,22.82,1,Medium,Urea,2.32
Rice,Black,Kharif,40.2,71.6,2164.1,4.71,62.3,61.8,49.4,44,23.7,24,28.15,0,High,Balanced NPK,4.97
Wheat,Clay,Zaid,18.7,73.3,230.4,4.55,119.9,13.8,27.3,45.1,28.1,6.3,0.64,0,Medium,DAP,3.09
Cotton,Red,Rabi,42.6,40.6,1377.1,7.68,55,67.5,9.2,26.7,17.5,1.8,18.6,1,Medium,MOP,2.1
Rice,Black,Zaid,41.1,66.7,1969.7,6.41,95.1,57.9,5.2,51.3,21.7,12.3,7.37,0,High,MOP,4.42
Rice,Black,Rabi,30.6,80.2,2350,5.02,102.2,48.3,12.6,41,10.2,2.1,34.64,0,High,MOP,4.49
Rice,Sandy Loam,Kharif,32.7,62.4,2291.2,5.44,86.2,71.7,64.4,41.3,16.6,6.5,24.21,0,Medium,Balanced NPK,4.28
Rice,Laterite,Zaid,27,30.8,2085.1,8.23,56.4,57.5,77.1,35.4,11.2,3.1,15.44,0,Medium,Balanced NPK,4.69
Barley,Laterite,Zaid,16.6,30.6,2242.8,7.94,85,20.1,37,11.2,20.4,5.6,23.66,1,Medium,Balanced NPK,2.61
Groundnut,Alluvial,Zaid,25.1,53.2,658.2,7.34,54.5,37.2,43.5,46.5,26.3,2.7,10.88,0,Low,Balanced NPK,2.22
Cotton,Red,Zaid,39.1,90.2,853.6,6.43,20.9,42.1,16,33.5,14.1,23.8,46.29,0,High,"Urea, MOP",1.77
Barley,Sandy Loam,Zaid,15.1,44.9,864.6,6.58,139.1,9.1,46.3,10.1,20.5,7,3.17,1,Low,DAP,2.82
Soybean,Clay,Kharif,25,71.2,1067.2,8.4,26.5,76.6,15.8,31.6,14.1,11.1,43.34,0,Medium,"Urea, MOP",2.01
Soybean,Red,Kharif,26.9,44.4,1104.6,8.36,19.4,14.6,50.8,29.5,12.4,22.5,25.81,1,Low,"Urea, DAP",2.47
Maize,Clay,Zaid,31.1,50.9,1452.5,5.36,124.2,57.3,75,37.5,20.2,16.9,31.14,0,Medium,Balanced NPK,4.67
Cotton,Clay,Rabi,42.6,85.1,567.7,7.74,49.2,43,19.7,19.2,11.6,15.5,15.48,1,High,MOP,1.8
Rice,Clay,Rabi,25.4,77.4,1789.9,5.29,94.5,6.9,62.3,45.5,21.7,17.6,48.35,0,High,DAP,5.07
Wheat,Alluvial,Zaid,25.4,36.2,585.4,5.35,52.8,74.4,6.8,58.5,10.6,20.7,14.45,1,Low,MOP,2.75
Tomato,Alluvial,Zaid,37.1,57.9,913.7,7.2,60.9,68.9,33.2,54.1,12.1,21.9,29.65,0,Medium,Balanced NPK,24.81
Sugarcane,Sandy Loam,Kharif,28.6,31.9,1357.7,6.12,44.1,44.3,13.3,66.3,21,16.1,49.67,0,Low,MOP,69.35
Soybean,Alluvial,Kharif,21.7,61.3,2031.8,8.23,54.6,22.2,31.4,41.6,21.8,22.3,44.11,0,Low,Balanced NPK,2.16
Rice,Sandy Loam,Zaid,28.6,73.1,1900.8,4.86,63.4,14.1,18,46.3,10.6,13.4,27.05,0,High,"DAP, MOP",4.22
Sugarcane,Alluvial,Zaid,19.2,37.7,1684.7,6.55,103.7,32.3,33,66.7,21.5,6.9,49.52,0,Medium,Balanced NPK,70.74
Wheat,Laterite,Rabi,20.3,48.8,558.3,8.17,76.5,24.2,36.3,39.9,26.8,22,35.22,1,Low,Balanced NPK,3.69
Tomato,Sandy Loam,Kharif,30,55.9,1458.2,8.12,132.7,43,27.5,59.1,24.4,13.5,10.83,0,Low,Balanced NPK,24.71
Wheat,Laterite,Zaid,27.6,89.8,401.1,5.13,15.4,77.5,54.2,40.4,12.6,22.7,20.58,0,Medium,Urea,3.27
Barley,Laterite,Kharif,42.4,94.6,1067.9,5.97,75.4,48.1,73.9,39.2,21.8,1,17.06,0,High,Balanced NPK,2.52
Tomato,Sandy Loam,Zaid,25.9,32.9,1151.1,6.98,85.9,71.7,35,63.2,23.4,9.9,17.53,0,Low,Balanced NPK,24.78
Maize,Red,Zaid,32.4,79.5,291.6,5.14,129.6,53.8,19.4,22.2,10.7,23.7,38.14,1,High,MOP,4.39
